source,target,book,weight
武敦儒,裘千尺,shen,1
公孙止,天竺僧,shen,2
完颜萍,朱子柳,shen,2
裘千尺,朱子柳,shen,4
耶律齐,朱子柳,shen,7
陆无双,朱子柳,shen,2
朱子柳,陆无双,shen,2
武敦儒,公孙止,shen,1
李莫愁,周伯通,shen,4
公孙止,一灯大师,shen,1
周伯通,耶律燕,shen,1
武三通,周伯通,shen,2
周伯通,陆无双,shen,6
陆无双,周伯通,shen,6
天竺僧,周伯通,shen,1
天竺僧,陆无双,shen,1
裘千尺,天竺僧,shen,1
朱子柳,武敦儒,shen,2
郭襄,公孙绿萼,shen,1
朱子柳,郭襄,shen,5
天竺僧,洪七公,shen,1
武修文,公孙止,shen,1
武修文,裘千尺,shen,1
江南七怪,郭襄,shen,1
江南七怪,郭破虏,shen,1
郭靖,郭破虏,shen,4
郭襄,霍都,shen,3
金轮法王,郭襄,shen,13
霍都,郭襄,shen,1
黄药师,鲁有脚,shen,1
郭襄,一灯大师,shen,6
周伯通,郭襄,shen,21
郭襄,周伯通,shen,22
樊一翁,耶律齐,shen,1
郭襄,李志常,shen,1
李志常,郭襄,shen,1
李志常,郭靖,shen,2
郭破虏,耶律齐,shen,1
耶律齐,郭破虏,shen,2
郭襄,忽必烈,shen,2
郭襄,蒙哥,shen,2
黄蓉,蒙哥,shen,1
郭破虏,忽必烈,shen,1
郭破虏,蒙哥,shen,1
郭靖,蒙哥,shen,6
武三通,鲁有脚,shen,2
一灯大师,武敦儒,shen,2
一灯大师,耶律燕,shen,2
朱子柳,耶律燕,shen,1
完颜萍,程瑶迦,shen,1
完颜萍,李志常,shen,1
完颜萍,陆冠英,shen,1
耶律齐,程瑶迦,shen,1
耶律齐,陆冠英,shen,1
武修文,程瑶迦,shen,1
武修文,朱子柳,shen,1
武修文,李志常,shen,1
武修文,陆冠英,shen,1
武敦儒,程瑶迦,shen,1
武敦儒,朱子柳,shen,1
武敦儒,李志常,shen,1
武敦儒,陆冠英,shen,1
耶律燕,程瑶迦,shen,1
耶律燕,朱子柳,shen,1
耶律燕,李志常,shen,1
耶律燕,陆冠英,shen,1
黄蓉,程瑶迦,shen,1
黄蓉,李志常,shen,1
郭靖,李志常,shen,1
鲁有脚,程瑶迦,shen,1
鲁有脚,李志常,shen,1
鲁有脚,武三通,shen,1
鲁有脚,陆冠英,shen,1
程瑶迦,耶律齐,shen,1
程瑶迦,朱子柳,shen,1
程瑶迦,武三通,shen,1
程瑶迦,鲁有脚,shen,1
李志常,耶律齐,shen,1
李志常,朱子柳,shen,1
李志常,武三通,shen,1
李志常,鲁有脚,shen,1
陆冠英,耶律齐,shen,1
陆冠英,朱子柳,shen,1
陆冠英,武三通,shen,1
陆冠英,鲁有脚,shen,1
鲁有脚,郭襄,shen,2
郭襄,鲁有脚,shen,1
郭襄,尼摩星,shen,6
江南七怪,尼摩星,shen,1
韩小莹,尼摩星,shen,1
尼摩星,郭襄,shen,3
尼摩星,耶律齐,shen,4
耶律齐,尼摩星,shen,6
耶律齐,鲁有脚,shen,1
鲁有脚,尼摩星,shen,2
耶律齐,金轮法王,shen,1
一灯大师,尼摩星,shen,1
金轮法王,耶律齐,shen,2
鲁有脚,耶律齐,shen,2
郭破虏,黄蓉,shen,1
郭襄,人厨子,shen,1
人厨子,郭襄,shen,2
郭襄,百草仙,shen,2
百草仙,人厨子,shen,1
百草仙,黄蓉,shen,4
百草仙,朱子柳,shen,2
人厨子,黄蓉,shen,2
人厨子,朱子柳,shen,2
百草仙,郭襄,shen,1
黄蓉,百草仙,shen,1
朱子柳,百草仙,shen,1
百草仙,郭靖,shen,2
郭靖,百草仙,shen,1
鲁有脚,完颜萍,shen,1
鲁有脚,耶律燕,shen,1
彭长老,完颜萍,shen,1
彭长老,武修文,shen,1
彭长老,耶律齐,shen,1
彭长老,耶律燕,shen,1
彭长老,武敦儒,shen,1
简长老,完颜萍,shen,1
简长老,武修文,shen,1
简长老,耶律齐,shen,1
简长老,耶律燕,shen,1
简长老,武敦儒,shen,1
完颜萍,郭破虏,shen,1
武修文,郭破虏,shen,1
耶律燕,郭破虏,shen,1
武敦儒,郭破虏,shen,1
郭襄,洪七公,shen,1
尼摩星,裘千仞,shen,1
尼摩星,一灯大师,shen,1
洪七公,裘千仞,shen,1
洪七公,一灯大师,shen,1
黄蓉,裘千仞,shen,1
裘千仞,黄药师,shen,2
樊一翁,郭襄,shen,4
黄蓉,樊一翁,shen,2
百草仙,樊一翁,shen,1
人厨子,樊一翁,shen,1
郭靖,樊一翁,shen,2
樊一翁,黄蓉,shen,1
樊一翁,蒙哥,shen,1
樊一翁,郭靖,shen,1
蒙哥,樊一翁,shen,1
耶律齐,霍都,shen,3
霍都,耶律齐,shen,3
青灵子,郭襄,shen,2
达尔巴,郭襄,shen,3
郭襄,达尔巴,shen,4
郭襄,青灵子,shen,1
青灵子,达尔巴,shen,4
达尔巴,青灵子,shen,4
青灵子,黄蓉,shen,2
青灵子,杨过,shen,2
青灵子,郭靖,shen,1
达尔巴,耶律齐,shen,2
耶律齐,青灵子,shen,1
鲁有脚,达尔巴,shen,1
霍都,青灵子,shen,1
青灵子,霍都,shen,1
杨过,青灵子,shen,1
黄药师,耶律齐,shen,2
郭襄,杨铁心,shen,1
郭襄,杨康,shen,1
郭襄,郭啸天,shen,1
小龙女,杨铁心,shen,1
小龙女,穆念慈,shen,1
小龙女,杨康,shen,1
郭襄,樊一翁,shen,1
樊一翁,鲁有脚,shen,1
樊一翁,霍都,shen,1
樊一翁,黄药师,shen,1
黄药师,潇湘子,shen,5
黄药师,尹克西,shen,5
忽必烈,黄药师,shen,1
柯镇恶,杨康,shen,2
杨过,沙通天,shen,4
杨过,侯通海,shen,1
杨过,灵智上人,shen,1
杨过,彭连虎,shen,3
柯镇恶,沙通天,shen,3
柯镇恶,侯通海,shen,1
柯镇恶,灵智上人,shen,1
柯镇恶,周伯通,shen,1
柯镇恶,王处一,shen,1
柯镇恶,彭连虎,shen,1
沙通天,彭连虎,shen,3
侯通海,沙通天,shen,1
侯通海,彭连虎,shen,1
灵智上人,沙通天,shen,1
灵智上人,彭连虎,shen,1
周伯通,沙通天,shen,1
周伯通,彭连虎,shen,1
王处一,沙通天,shen,1
王处一,彭连虎,shen,1
彭连虎,沙通天,shen,1
沙通天,杨过,shen,5
彭连虎,杨过,shen,4
沙通天,柯镇恶,shen,3
沙通天,陆无双,shen,1
沙通天,江南七怪,shen,1
彭连虎,陆无双,shen,1
彭连虎,江南七怪,shen,1
彭连虎,柯镇恶,shen,2
柯镇恶,小龙女,shen,1
小龙女,沙通天,shen,1
郭襄,柯镇恶,shen,4
柯镇恶,陆无双,shen,3
柯镇恶,郭襄,shen,2
忽必烈,陆无双,shen,1
忽必烈,柯镇恶,shen,1
忽必烈,郭襄,shen,1
蒙哥,陆无双,shen,1
蒙哥,黄蓉,shen,2
蒙哥,柯镇恶,shen,1
蒙哥,郭靖,shen,4
蒙哥,郭襄,shen,1
蒙哥,杨过,shen,4
霍都,周伯通,shen,1
黄药师,一灯大师,shen,8
周伯通,武敦儒,shen,1
周伯通,武修文,shen,1
武敦儒,周伯通,shen,1
武修文,周伯通,shen,2
朱子柳,黄药师,shen,3
郭襄,朱子柳,shen,1
黄药师,朱子柳,shen,1
黄药师,耶律燕,shen,1
完颜萍,黄药师,shen,1
耶律燕,黄药师,shen,1
耶律齐,黄药师,shen,1
黄药师,李志常,shen,2
李志常,黄药师,shen,1
耶律齐,蒙哥,shen,1
杨过,蒙哥,shen,4
周伯通,蒙哥,shen,1
黄药师,蒙哥,shen,1
杨过,拖雷,shen,1
拖雷,杨过,shen,1
拖雷,蒙哥,shen,1
蒙哥,黄药师,shen,1
黄药师,忽必烈,shen,1
洪七公,朱聪,shen,1
洪七公,韩宝驹,shen,1
黄蓉,韩宝驹,shen,1
杨过,韩宝驹,shen,1
朱聪,周伯通,shen,1
韩宝驹,周伯通,shen,1
周伯通,裘千仞,shen,1
黄药师,裘千仞,shen,1
武三通,林朝英,shen,1
一灯大师,林朝英,shen,1
林朝英,郭襄,shen,1
霍都,尹克西,shen,1
潇湘子,一灯大师,shen,1
尹克西,一灯大师,shen,1
郭襄,潇湘子,shen,3
郭襄,尹克西,shen,4
潇湘子,觉远,shen,7
尹克西,觉远,shen,18
觉远,黄药师,shen,3
觉远,朱子柳,shen,2
觉远,杨过,shen,15
觉远,郭襄,shen,2
觉远,小龙女,shen,4
黄药师,觉远,shen,4
朱子柳,觉远,shen,1
杨过,觉远,shen,16
郭襄,觉远,shen,1
觉远,尹克西,shen,14
觉远,潇湘子,shen,5
小龙女,觉远,shen,3
尹克西,无相禅师,shen,1
潇湘子,无相禅师,shen,1
小龙女,无相禅师,shen,1
杨过,无相禅师,shen,1
觉远,无相禅师,shen,1
无相禅师,觉远,shen,1
无相禅师,杨过,shen,1
觉远,觉远大师,shen,5
杨过,觉远大师,shen,1
觉远大师,觉远,shen,4
觉远大师,黄药师,shen,1
觉远大师,杨过,shen,2
觉远,周伯通,shen,5
觉远,黄蓉,shen,2
觉远,郭靖,shen,4
周伯通,觉远,shen,6
黄蓉,觉远,shen,2
黄蓉,潇湘子,shen,1
黄蓉,尹克西,shen,1
郭靖,觉远,shen,4
潇湘子,郭襄,shen,3
尹克西,郭襄,shen,3
尹克西,觉远大师,shen,2
觉远,一灯大师,shen,2
张君宝,周伯通,shen,3
张君宝,潇湘子,shen,5
张君宝,尹克西,shen,23
一灯大师,觉远,shen,1
一灯大师,尹克西,shen,2
觉远大师,尹克西,shen,1
觉远,张君宝,shen,13
尹克西,张君宝,shen,23
杨过,张君宝,shen,15
张君宝,觉远,shen,11
张君宝,杨过,shen,16
张君宝,觉远大师,shen,1
一灯大师,潇湘子,shen,1
潇湘子,张君宝,shen,5
张君宝,郭靖,shen,2
张君宝,小龙女,shen,2
周伯通,张君宝,shen,2
小龙女,张君宝,shen,1
郭靖,张君宝,shen,2
张君宝,郭襄,shen,1
郭襄,张君宝,shen,1
觉远,武修文,shen,1
潇湘子,武修文,shen,1
张君宝,武修文,shen,1
武修文,郭襄,shen,1
石清,闵柔,xia,72
吴道通,石清,xia,5
石清,吴道通,xia,3
闵柔,石清,xia,70
吴道通,闵柔,xia,2
闵柔,吴道通,xia,1
石清,谢烟客,xia,15
闵柔,谢烟客,xia,12
谢烟客,花万紫,xia,6
花万紫,谢烟客,xia,7
花万紫,吴道通,xia,1
谢烟客,吴道通,xia,2
封万里,闵柔,xia,6
石清,花万紫,xia,2
石中玉,花万紫,xia,1
石中玉,石清,xia,15
石中玉,闵柔,xia,12
石清,丁不三,xia,5
丁不三,丁不四,xia,24
闵柔,花万紫,xia,2
老不死,白自在,xia,1
花万紫,石清,xia,1
谢烟客,白自在,xia,8
白自在,谢烟客,xia,8
谢烟客,石清,xia,15
谢烟客,闵柔,xia,9
白自在,石清,xia,12
白自在,闵柔,xia,7
吴道通,谢烟客,xia,2
谢烟客,司徒横,xia,1
谢烟客,贝海石,xia,29
贝海石,谢烟客,xia,25
石破天,谢烟客,xia,26
石破天,贝海石,xia,70
贝海石,米横野,xia,7
米横野,谢烟客,xia,2
米横野,贝海石,xia,8
谢烟客,米横野,xia,2
侍剑,说不得,xia,1
说不得,侍剑,xia,1
侍剑,贝海石,xia,6
侍剑,米横野,xia,1
贝海石,侍剑,xia,4
侍剑,谢烟客,xia,1
谢烟客,侍剑,xia,1
侍剑,石破天,xia,17
石破天,侍剑,xia,13
花万紫,石破天,xia,24
石破天,花万紫,xia,22
谢烟客,石破天,xia,26
石破天,说不得,xia,2
花万紫,侍剑,xia,3
侍剑,花万紫,xia,2
花万紫,贝海石,xia,8
贝海石,石破天,xia,70
丁不三,石破天,xia,62
石破天,丁不三,xia,73
丁不四,石破天,xia,95
丁不四,丁不三,xia,23
丁不三,贝海石,xia,11
贝海石,丁不三,xia,8
丁不三,米横野,xia,1
米横野,石破天,xia,2
丁不三,花万紫,xia,2
贝海石,花万紫,xia,6
花万紫,白万剑,xia,5
贝海石,白万剑,xia,15
白万剑,白自在,xia,21
白万剑,丁不三,xia,28
白自在,贝海石,xia,2
白万剑,贝海石,xia,14
丁不三,闵柔,xia,2
丁不三,石清,xia,5
闵柔,石破天,xia,81
石清,石破天,xia,97
丁不三,侍剑,xia,2
石破天,白万剑,xia,120
白万剑,石破天,xia,128
白万剑,花万紫,xia,5
花万紫,封万里,xia,1
花万紫,白自在,xia,1
花万紫,丁不三,xia,2
谢烟客,白万剑,xia,10
丁不三,白万剑,xia,25
石中玉,白万剑,xia,17
石破天,石中玉,xia,48
白万剑,石中玉,xia,24
石中玉,石破天,xia,42
米横野,白万剑,xia,1
米横野,石中玉,xia,1
白万剑,说不得,xia,1
说不得,白万剑,xia,1
白自在,白万剑,xia,18
白万剑,石清,xia,46
白万剑,闵柔,xia,31
石清,白万剑,xia,45
闵柔,白万剑,xia,30
白万剑,谢烟客,xia,9
石破天,闵柔,xia,65
石破天,石清,xia,108
白万剑,封万里,xia,8
封万里,白万剑,xia,11
封万里,石清,xia,8
闵柔,石中玉,xia,12
封万里,石破天,xia,10
石清,白自在,xia,7
石清,石中玉,xia,16
白自在,石中玉,xia,7
石中玉,贝海石,xia,11
闵柔,丁不三,xia,2
丁不三,白自在,xia,2
白自在,丁不三,xia,2
丁不三,石中玉,xia,2
石破天,丁不四,xia,97
丁不四,谢烟客,xia,2
丁不三,史小翠,xia,2
丁不三,老不死,xia,1
史小翠,石破天,xia,5
史小翠,丁不三,xia,1
老不死,石破天,xia,1
老不死,丁不三,xia,1
石破天,张三丰,xia,1
张三丰,石破天,xia,2
石破天,白自在,xia,44
石破天,史小翠,xia,2
白自在,石破天,xia,51
石破天,封万里,xia,7
白万剑,丁不四,xia,23
丁不四,白万剑,xia,23
丁不四,白自在,xia,17
白自在,丁不四,xia,17
丁不四,石清,xia,6
石清,丁不四,xia,3
石中玉,丁不三,xia,2
丁不四,石中玉,xia,3
闵柔,封万里,xia,2
丁不四,闵柔,xia,5
谢烟客,石中玉,xia,25
闵柔,贝海石,xia,6
闵柔,司徒横,xia,1
贝海石,闵柔,xia,7
花万紫,闵柔,xia,1
司徒横,闵柔,xia,1
高三娘子,丁不四,xia,15
丁不四,高三娘子,xia,14
石破天,高三娘子,xia,22
高三娘子,石破天,xia,21
高三娘子,石清,xia,1
贝海石,高三娘子,xia,7
贝海石,丁不四,xia,2
米横野,高三娘子,xia,1
米横野,丁不四,xia,1
高三娘子,贝海石,xia,6
石中玉,高三娘子,xia,2
石破天,司徒横,xia,3
贝海石,司徒横,xia,3
司徒横,石破天,xia,1
司徒横,贝海石,xia,3
司徒横,白万剑,xia,1
贝海石,石清,xia,6
石清,贝海石,xia,6
丁不四,贝海石,xia,1
贝海石,石中玉,xia,12
石清,司徒横,xia,1
石破天,米横野,xia,1
石中玉,米横野,xia,1
司徒横,石中玉,xia,1
高三娘子,白万剑,xia,2
高三娘子,石中玉,xia,1
石中玉,封万里,xia,2
封万里,石中玉,xia,2
闵柔,白自在,xia,3
石破天,何足道,xia,1
石清,何足道,xia,1
封万里,何足道,xia,1
何足道,石破天,xia,1
何足道,封万里,xia,1
石清,封万里,xia,3
封万里,梁自进,xia,1
石破天,梁自进,xia,5
石中玉,梁自进,xia,1
梁自进,石破天,xia,7
石中玉,白自在,xia,5
梁自进,封万里,xia,2
封万里,丁不四,xia,2
封万里,丁不三,xia,2
丁不四,封万里,xia,3
丁不三,封万里,xia,2
封万里,张三丰,xia,2
张三丰,封万里,xia,1
张三丰,白自在,xia,1
白自在,封万里,xia,1
白自在,花万紫,xia,1
封万里,花万紫,xia,1
梁自进,白自在,xia,2
石中玉,谢烟客,xia,20
谢烟客,封万里,xia,1
封万里,谢烟客,xia,1
谢烟客,梁自进,xia,1
白万剑,梁自进,xia,3
白自在,梁自进,xia,1
石清,梁自进,xia,2
闵柔,梁自进,xia,2
梁自进,石中玉,xia,1
白自在,史小翠,xia,4
丁不四,史小翠,xia,7
史小翠,白自在,xia,2
史小翠,丁不四,xia,7
史小翠,白万剑,xia,1
白万剑,史小翠,xia,1
史小翠,石中玉,xia,1
石中玉,丁不四,xia,1
梁自进,白万剑,xia,1
封万里,白自在,xia,1
梁自进,闵柔,xia,1
石破天,木岛主,xia,14
丁不四,木岛主,xia,2
高三娘子,木岛主,xia,1
木岛主,石破天,xia,14
丁不四,梅芳姑,xia,5
梅芳姑,木岛主,xia,1
梅芳姑,丁不四,xia,5
白自在,木岛主,xia,1
白自在,高三娘子,xia,2
石破天,莫大,xia,1
木岛主,莫大,xia,1
高三娘子,白自在,xia,3
梁自进,高三娘子,xia,1
白万剑,高三娘子,xia,1
石清,高三娘子,xia,1
石破天,梅芳姑,xia,8
白自在,梅芳姑,xia,5
梅芳姑,石清,xia,11
梅芳姑,闵柔,xia,8
石清,梅芳姑,xia,8
闵柔,梅芳姑,xia,2
梅芳姑,白自在,xia,1
梅芳姑,石破天,xia,5
闵柔,丁不四,xia,2
小龙女,杨过,yi,3
郭襄,觉远,yi,16
郭襄,觉远大师,yi,2
觉远,郭襄,yi,15
觉远,觉远大师,yi,4
觉远大师,郭襄,yi,3
觉远大师,觉远,yi,3
郭襄,张君宝,yi,14
觉远,张君宝,yi,18
张君宝,觉远,yi,18
无相禅师,郭襄,yi,2
无相禅师,觉远,yi,2
张君宝,郭襄,yi,12
郭襄,黄蓉,yi,3
郭襄,耶律齐,yi,1
郭襄,鲁有脚,yi,1
小龙女,林朝英,yi,1
张君宝,杨过,yi,3
杨过,郭襄,yi,4
郭襄,一灯大师,yi,1
武修文,郭襄,yi,2
武修文,一灯大师,yi,1
一灯大师,郭襄,yi,1
郭襄,周伯通,yi,1
周伯通,郭襄,yi,3
郭襄,完颜萍,yi,1
郭襄,裘千仞,yi,1
郭襄,武修文,yi,1
周伯通,完颜萍,yi,1
周伯通,裘千仞,yi,1
周伯通,武修文,yi,1
完颜萍,郭襄,yi,1
裘千仞,郭襄,yi,1
潇湘子,杨过,yi,1
潇湘子,张君宝,yi,1
尹克西,杨过,yi,1
尹克西,张君宝,yi,1
杨过,张君宝,yi,3
郭襄,杨过,yi,1
郭襄,郭靖,yi,2
黄蓉,郭襄,yi,1
郭靖,郭襄,yi,1
何足道,郭襄,yi,13
郭襄,何足道,yi,11
杨过,何足道,yi,3
何足道,周伯通,yi,1
何足道,小龙女,yi,1
何足道,杨过,yi,3
小龙女,郭襄,yi,1
郭襄,尹克西,yi,1
何足道,潇湘子,yi,2
尹克西,何足道,yi,2
尹克西,郭襄,yi,1
尹克西,潇湘子,yi,3
何足道,尹克西,yi,1
潇湘子,尹克西,yi,2
何足道,无相禅师,yi,4
何足道,天鸣方丈,yi,4
郭襄,天鸣方丈,yi,2
天鸣方丈,何足道,yi,2
天鸣方丈,郭襄,yi,1
郭襄,无相禅师,yi,1
无相禅师,何足道,yi,1
何足道,觉远,yi,13
觉远,何足道,yi,14
觉远,无相禅师,yi,1
天鸣方丈,觉远,yi,1
何足道,张君宝,yi,10
觉远,杨过,yi,1
张君宝,何足道,yi,9
杨过,觉远,yi,2
何足道,觉远大师,yi,1
觉远大师,何足道,yi,2
觉远大师,张君宝,yi,1
张君宝,无相禅师,yi,2
无相禅师,张君宝,yi,1
觉远,潇湘子,yi,3
潇湘子,觉远,yi,3
郭襄,潇湘子,yi,1
张三丰,俞岱岩,yi,31
俞岱岩,杨过,yi,2
俞岱岩,蒙哥,yi,2
杨过,俞岱岩,yi,2
杨过,蒙哥,yi,1
蒙哥,俞岱岩,yi,2
蒙哥,杨过,yi,1
俞岱岩,张三丰,yi,38
张翠山,俞岱岩,yi,25
俞岱岩,张翠山,yi,25
俞岱岩,宋远桥,yi,9
张翠山,张三丰,yi,46
张翠山,宋远桥,yi,29
张三丰,张翠山,yi,46
张三丰,莫声谷,yi,10
张三丰,殷梨亭,yi,22
宋远桥,张三丰,yi,37
宋远桥,俞岱岩,yi,14
宋远桥,张翠山,yi,33
宋远桥,莫声谷,yi,24
宋远桥,殷梨亭,yi,15
俞岱岩,莫声谷,yi,3
俞岱岩,殷梨亭,yi,17
张翠山,莫声谷,yi,21
张翠山,殷梨亭,yi,25
张三丰,宋远桥,yi,34
莫声谷,张三丰,yi,10
莫声谷,宋远桥,yi,21
殷梨亭,张三丰,yi,20
殷梨亭,宋远桥,yi,25
张三丰,张松溪,yi,16
宋远桥,张松溪,yi,22
张松溪,张三丰,yi,11
张松溪,宋远桥,yi,33
张松溪,张翠山,yi,25
莫声谷,张翠山,yi,15
殷梨亭,张松溪,yi,14
殷梨亭,俞岱岩,yi,11
莫声谷,张松溪,yi,17
莫声谷,俞岱岩,yi,2
殷梨亭,莫声谷,yi,15
俞岱岩,张松溪,yi,4
殷梨亭,张翠山,yi,26
张翠山,何足道,yi,1
张翠山,觉远,yi,1
何足道,张翠山,yi,1
觉远,张翠山,yi,2
张松溪,殷梨亭,yi,15
张翠山,张松溪,yi,22
张三丰,空闻,yi,15
宋远桥,空闻,yi,4
空闻,张松溪,yi,5
张松溪,空闻,yi,6
空闻,张三丰,yi,13
空闻,张翠山,yi,5
张松溪,俞岱岩,yi,4
张翠山,殷素素,yi,195
殷素素,张翠山,yi,199
殷素素,俞岱岩,yi,10
俞岱岩,殷素素,yi,10
张翠山,莫大,yi,1
莫大,张三丰,yi,2
莫大,张翠山,yi,1
殷素素,张三丰,yi,8
张三丰,殷素素,yi,11
殷素素,宋远桥,yi,8
宋远桥,殷素素,yi,11
张翠山,谢逊,yi,164
谢逊,张翠山,yi,142
谢逊,俞岱岩,yi,4
俞岱岩,谢逊,yi,2
殷素素,谢逊,yi,114
谢逊,殷素素,yi,108
谢逊,张三丰,yi,10
谢逊,空智,yi,12
谢逊,空性,yi,3
殷素素,空智,yi,3
殷素素,空性,yi,2
空智,殷素素,yi,4
空性,殷素素,yi,2
殷素素,殷天正,yi,4
谢逊,殷天正,yi,3
殷天正,谢逊,yi,5
殷天正,张翠山,yi,4
谢逊,说不得,yi,3
张翠山,说不得,yi,1
说不得,谢逊,yi,3
说不得,张翠山,yi,1
谢逊,杨过,yi,1
谢逊,郭靖,yi,1
张翠山,杨过,yi,2
张翠山,郭靖,yi,1
张三丰,谢逊,yi,7
杨过,张三丰,yi,1
杨过,谢逊,yi,2
杨过,张翠山,yi,2
郭靖,张三丰,yi,2
郭靖,谢逊,yi,2
郭靖,张翠山,yi,1
谢逊,空闻,yi,10
张翠山,空智,yi,4
张翠山,空闻,yi,9
张翠山,空性,yi,2
空智,空见,yi,2
空闻,空见,yi,2
张翠山,空见,yi,6
谢逊,空见,yi,6
空性,空见,yi,1
空见,张翠山,yi,4
空智,张翠山,yi,4
空性,张翠山,yi,2
张翠山,成昆,yi,3
谢逊,成昆,yi,40
成昆,谢逊,yi,37
成昆,张翠山,yi,4
殷素素,成昆,yi,3
成昆,殷素素,yi,2
宋远桥,谢逊,yi,8
谢逊,宋远桥,yi,5
成昆,宋远桥,yi,2
殷素素,空见,yi,2
宋远桥,成昆,yi,1
宋远桥,空见,yi,1
空见,谢逊,yi,2
空见,成昆,yi,3
殷天正,殷素素,yi,2
殷天正,殷野王,yi,4
殷野王,殷素素,yi,2
谢逊,张无忌,yi,187
殷素素,张无忌,yi,5
唐文亮,殷天正,yi,7
唐文亮,张翠山,yi,4
殷天正,唐文亮,yi,6
张翠山,唐文亮,yi,4
唐文亮,谢逊,yi,2
唐文亮,殷素素,yi,2
殷素素,唐文亮,yi,3
张翠山,殷天正,yi,4
谢逊,唐文亮,yi,2
张翠山,史火龙,yi,2
史火龙,殷素素,yi,1
殷素素,觉远,yi,2
觉远,殷素素,yi,1
杨过,殷素素,yi,1
郭襄,殷素素,yi,1
郭襄,张翠山,yi,1
张翠山,何太冲,yi,4
殷素素,何太冲,yi,1
何太冲,殷素素,yi,1
殷素素,灭绝师太,yi,2
灭绝师太,张翠山,yi,2
谢逊,灭绝师太,yi,3
张翠山,灭绝师太,yi,2
灭绝师太,殷素素,yi,2
殷素素,殷梨亭,yi,6
殷梨亭,殷素素,yi,6
殷梨亭,谢逊,yi,1
谢逊,殷梨亭,yi,4
莫声谷,殷梨亭,yi,15
殷素素,张松溪,yi,3
谢逊,张松溪,yi,5
张松溪,殷素素,yi,5
殷素素,莫声谷,yi,2
张松溪,莫声谷,yi,18
张翠山,班淑娴,yi,1
张三丰,何太冲,yi,8
宋远桥,何太冲,yi,6
何太冲,张三丰,yi,5
俞岱岩,何太冲,yi,2
张松溪,何太冲,yi,4
班淑娴,张三丰,yi,1
班淑娴,何太冲,yi,28
莫声谷,何太冲,yi,2
何太冲,宋远桥,yi,4
何太冲,谢逊,yi,3
何太冲,张松溪,yi,2
何太冲,张翠山,yi,3
张松溪,谢逊,yi,2
殷梨亭,静玄师太,yi,3
宋远桥,静玄师太,yi,3
宋远桥,纪晓芙,yi,4
张翠山,纪晓芙,yi,4
张翠山,静玄师太,yi,2
张松溪,纪晓芙,yi,2
张松溪,静玄师太,yi,1
静玄师太,殷梨亭,yi,2
静玄师太,纪晓芙,yi,3
静玄师太,张翠山,yi,3
莫声谷,纪晓芙,yi,2
莫声谷,静玄师太,yi,1
殷梨亭,纪晓芙,yi,17
殷梨亭,贝锦仪,yi,5
纪晓芙,殷梨亭,yi,15
纪晓芙,贝锦仪,yi,3
纪晓芙,张翠山,yi,3
静玄师太,贝锦仪,yi,1
张翠山,贝锦仪,yi,1
贝锦仪,张松溪,yi,1
纪晓芙,张松溪,yi,2
张三丰,静玄师太,yi,4
静玄师太,张松溪,yi,1
张松溪,说不得,yi,3
说不得,张松溪,yi,3
谢逊,莫声谷,yi,1
莫声谷,谢逊,yi,2
莫声谷,说不得,yi,2
张松溪,空智,yi,4
张松溪,空性,yi,2
张三丰,空智,yi,11
张三丰,空性,yi,7
空智,张松溪,yi,5
空智,空闻,yi,20
空智,空性,yi,6
空闻,空智,yi,17
空闻,空性,yi,5
空性,张松溪,yi,3
空性,空智,yi,3
空性,空闻,yi,3
空智,张三丰,yi,13
空智,何太冲,yi,1
空闻,何太冲,yi,2
空性,张三丰,yi,8
空性,何太冲,yi,2
张三丰,宗维侠,yi,1
张三丰,唐文亮,yi,1
何太冲,宗维侠,yi,1
何太冲,唐文亮,yi,1
何太冲,静玄师太,yi,1
宗维侠,张三丰,yi,2
唐文亮,张三丰,yi,1
静玄师太,张三丰,yi,1
宋远桥,觉远大师,yi,1
觉远大师,张三丰,yi,4
觉远大师,何太冲,yi,1
觉远大师,空闻,yi,2
觉远大师,静玄师太,yi,1
空闻,静玄师太,yi,1
何太冲,空智,yi,1
何太冲,空闻,yi,1
何太冲,空性,yi,2
静玄师太,空智,yi,1
静玄师太,空闻,yi,1
静玄师太,空性,yi,1
殷素素,空闻,yi,6
空闻,谢逊,yi,7
俞岱岩,空智,yi,1
空闻,莫声谷,yi,4
莫声谷,空闻,yi,1
莫声谷,空智,yi,2
空智,谢逊,yi,9
空智,宋远桥,yi,6
空智,殷梨亭,yi,2
空智,莫声谷,yi,4
空闻,宋远桥,yi,3
空闻,殷梨亭,yi,2
空性,宋远桥,yi,3
空性,殷梨亭,yi,2
空性,莫声谷,yi,2
宋远桥,空智,yi,2
殷梨亭,空智,yi,2
空智,俞岱岩,yi,1
莫声谷,殷素素,yi,3
空见,殷素素,yi,1
空闻,殷素素,yi,3
殷素素,殷野王,yi,1
殷野王,张翠山,yi,1
张三丰,纪晓芙,yi,3
谢逊,纪晓芙,yi,1
纪晓芙,静玄师太,yi,1
纪晓芙,张三丰,yi,2
张三丰,觉远大师,yi,6
张三丰,张无忌,yi,72
张三丰,殷天正,yi,13
张无忌,莫声谷,yi,15
张无忌,殷天正,yi,52
张无忌,俞岱岩,yi,34
宋远桥,殷天正,yi,16
殷天正,殷梨亭,yi,5
张三丰,灭绝师太,yi,3
